1.132187164946221828e+09,-7.922538757324218750e+01
1.132265289923101902e+09,-7.922200775146484375e+01
1.132343414899981976e+09,-7.946740722656250000e+01
1.132421539876862049e+09,-8.001464080810546875e+01
1.132499664853742123e+09,-8.031615447998046875e+01
1.132577789830622196e+09,-8.038480377197265625e+01
1.132655914807502270e+09,-8.029660797119140625e+01
1.132734039784382343e+09,-7.994696044921875000e+01
1.132812164761262417e+09,-7.951712036132812500e+01
1.132890289738142729e+09,-7.942797851562500000e+01
1.132968414715022802e+09,-7.952539062500000000e+01
1.133046539691902876e+09,-7.948923492431640625e+01
1.133124664668782949e+09,-7.931795501708984375e+01
1.133202789645663023e+09,-7.892436981201171875e+01
1.133280914622543097e+09,-7.850695037841796875e+01
1.133359039599423170e+09,-7.831199645996093750e+01
1.133437164576303244e+09,-7.865844726562500000e+01
1.133515289553183317e+09,-7.903964996337890625e+01
1.133593414530063391e+09,-7.909248352050781250e+01
1.133671539506943464e+09,-7.922784423828125000e+01
1.133749664483823538e+09,-7.920944213867187500e+01
1.133827789460703611e+09,-7.925794219970703125e+01
1.133905914437583685e+09,-7.952021789550781250e+01
1.133984039414463758e+09,-7.947747039794921875e+01
1.134062164391343832e+09,-7.951538085937500000e+01
1.134140289368223906e+09,-7.951238250732421875e+01
1.134218414345103979e+09,-7.962046051025390625e+01
1.134296539321984291e+09,-7.956661224365234375e+01
1.134374664298864365e+09,-7.916500854492187500e+01
1.134452789275744438e+09,-7.883420562744140625e+01
1.134530914252624512e+09,-7.881848144531250000e+01
1.134609039229504585e+09,-7.875418090820312500e+01
1.134687164206384659e+09,-7.884549713134765625e+01
1.134765289183264732e+09,-7.927357482910156250e+01
1.134843414160144806e+09,-7.981375885009765625e+01
1.134921539137024879e+09,-8.018041992187500000e+01
1.134999664113904953e+09,-8.014514923095703125e+01
1.135077789090785027e+09,-7.994049835205078125e+01
1.135155914067665100e+09,-7.951663208007812500e+01
1.135234039044545174e+09,-7.903450012207031250e+01
1.135312164021425247e+09,-7.912619018554687500e+01
1.135390288998305321e+09,-7.928759002685546875e+01
1.135468413975185394e+09,-7.916761016845703125e+01
1.135546538952065468e+09,-7.921976470947265625e+01
1.135624663928945541e+09,-7.956459045410156250e+01
1.135702788905825853e+09,-7.953451538085937500e+01
1.135780913882705927e+09,-7.953290557861328125e+01
1.135859038859586000e+09,-7.967841339111328125e+01
1.135937163836466074e+09,-7.983197021484375000e+01
1.136015288813346148e+09,-8.005644989013671875e+01
1.136093413790226221e+09,-8.006078338623046875e+01
1.136171538767106295e+09,-8.002790069580078125e+01
1.136249663743986368e+09,-7.977851867675781250e+01
1.136327788720866442e+09,-7.930899047851562500e+01
1.136405913697746515e+09,-7.898138427734375000e+01
1.136484038674626589e+09,-7.884139251708984375e+01
1.136562163651506662e+09,-7.922265625000000000e+01
1.136640288628386736e+09,-7.947324371337890625e+01
1.136718413605266809e+09,-7.900573730468750000e+01
1.136796538582146883e+09,-7.851956176757812500e+01
1.136874663559026957e+09,-7.841993713378906250e+01
